帳號名稱,賣家,價格(USD),價格(TWD),手續費(TWD),總價(TWD),分數,類別,商品連結,幣別,價格分,內容分,內容全文,帳號價值分析,抓取時間
Crown Palkia Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1739431849674GG,USD,48.3,78,"Buy Crown Palkia Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Palkia Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform Android image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Palkia Ex + Random Mix of Ex / FullArt / immersive/Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Palkia Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1739431859527VH,USD,48.3,78,"Buy Crown Palkia Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Palkia Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform IOS image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Palkia Ex + Random Mix of Ex / FullArt / immersive/Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出1 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Poke Ball - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1739435990907DA,USD,48.3,78,"Buy Crown Poke Ball - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Poke Ball - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform IOS image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Poke Ball Mix of Ex / FullArt / immersive/ Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Dialga Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1739473023280TO,USD,48.3,78,"Buy Crown Dialga Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Dialga Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform IOS image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Dialga Ex + Mix of Ex / FullArt / immersive/ Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Poke Ball - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1741648990021ZS,USD,48.3,78,"Buy Crown Poke Ball - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Poke Ball - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform Android image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Poke Ball Mix of Ex / FullArt / immersive/ Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Dialga Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1745821710617AN,USD,48.3,78,"Buy Crown Dialga Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Dialga Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform Android image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Dialga Ex + Mix of Ex / FullArt / immersive/ Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Arceus Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1745821827876UX,USD,48.3,78,"Buy Crown Arceus Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Arceus Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform IOS image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Arceus Ex+ Mix of Ex / FullArt / immersive/ Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Arceus Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards,媒体-01,11.5,368.0,18.4,386.4,66,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1745821839115LX,USD,48.3,78,"Buy Crown Arceus Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards from NourStore | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Arceus Ex - 1100-1300+ hourglass / 900 to 1200+ Cards English Cards 产品信息 交易时间 10分钟 Platform Android image 媒体-01 Working ON (iOS& Android) Have A Questions don't Hesitate to contact me VIA website live chat Real Stock - Instant Delivery Crown Arceus Ex+ Mix of Ex / FullArt / immersive/ Holo and Normal Cards English Cards 20 Poke Gold 1100 to 1300 + Pack Hourglass 450 to 600+ Recover Wonder Stamina 900 to 1250 + Cards 收回 verified_user 免费保险 14天 77.7k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 NourStore 用户等级 133 826 聊天 military_tech 99.88% 完单率 store 加入时间, 2018年2月16日 thumb_up 99.54% 全部评价 Uncommon Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、immersive(+14)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
"Global Server | Random Phase 2 | 2530 pulls | [40x Treasure Gold Bricks, 5500x Pack-opening Sand, 2500x Challenge Sand] | Must-",HaloShop,11.5,368.0,18.4,386.4,47,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1772037399872YU,USD,48.3,46,"Buy Global Server | Random Phase 2 | 2530 pulls | [40x Treasure Gold Bricks, 5500x Pack-opening Sand, 2500x Challenge Sand] | Must- from HaloShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Global Server | Random Phase 2 | 2530 pulls | [40x Treasure Gold Bricks, 5500x Pack-opening Sand, 2500x Challenge Sand] | Must- 产品信息 交易时间 10分钟 Platform Android Global Server | Random Phase 2 | 2530 pulls | [40x Treasure Gold Bricks, 5500x Pack-opening Sand, 2500x Challenge Sand] | Must-include: Crown Card + Magical Candy verified_user 免费保险 14天 19.9k 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 HaloShop 用户等级 36 3 聊天 military_tech 100% 完单率 store 加入时间, 2025年8月20日 thumb_up 99.14% 全部评价 Normal Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards,vivvcc,11.5,368.0,18.4,386.4,35,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1773964268602KO,USD,48.3,26,"Buy [English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards from vivvcc | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards 产品信息 交易时间 10分钟 Platform Android [English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards verified_user 免费保险 14天 111 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 vivvcc 用户等级 130 642 聊天 military_tech 99.64% 完单率 store 加入时间, 2023年3月12日 thumb_up 99.3% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards,vivvcc,11.5,368.0,18.4,386.4,35,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1773964284819TB,USD,48.3,26,"Buy [English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards from vivvcc | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards 产品信息 交易时间 10分钟 Platform IOS [English] Rare Candy ×2 | 40 Gold Gems | 4000 Pack Hourglasses | 1000 Challenge Hourglasses | 5000 Shop Tickets | 3000 Cards verified_user 免费保险 14天 111 可用库存 remove add 总额 11.50 USD 立即购买 thumb_up 0.00% 已售出0 vivvcc 用户等级 130 642 聊天 military_tech 99.64% 完单率 store 加入时间, 2023年3月12日 thumb_up 99.3% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[ENG] 3000+ Card Crown Protective Poncho Edition | 4000 Hourglass Packs | 1000 Wonder HG | 5000+ Shop Tickets | 40 Poke Gold,Imgur,11.64,372.48,18.62,391.1,65,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1772704100251SW,USD,48.95,75,"Buy [ENG] 3000+ Card Crown Protective Poncho Edition | 4000 Hourglass Packs | 1000 Wonder HG | 5000+ Shop Tickets | 40 Poke Gold from Yanzdigital | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [ENG] 3000+ Card Crown Protective Poncho Edition | 4000 Hourglass Packs | 1000 Wonder HG | 5000+ Shop Tickets | 40 Poke Gold 产品信息 交易时间 20分钟 Platform IOS image Imgur [ENG] Collector Account – Crown Protective Poncho Edition | High Resource Starter (iOS & Android) Account Specifications: Server: Global (Lobby and all cards in English) Platform: iOS & Android Account Level: Starter Lv. 20–30+ Resources: - Pack Hourglass: 4000+ - Wonder Hourglass: 1000+ (remaining can be claimed from missions) - Poke Gold: 40 - Trade Currency/Shitendust: 100,000+ - Shop Tickets: 5000–5500+ - Card Collection: 2900–3000+ cards including Crown Protective Poncho + Shinny + 3-2 stars Art Rare Card (All cards are ENG version, not CHT / JP / KR) Account Features: - Login via Nintendo Email & Password (single-login email) - Includes random rare cards and guaranteed Crown - Stored for 3–7 months with 100 solo match wins - Safe and clean account history Ideal For: Players and collectors who want a classic dual-legend EX setup. Large Hourglass and Wonder Hourglass stock allows fast gacha pulls and balanced deck building. What You Will Receive: - Full account access (email change allowed) - Temporary email + Nintendo account - Complete guide for account security and data transfer - Store warranty within 24 hours after successful login/transfer Delivery Format: - Email & Nintendo access (main email login link + full security guide) - Nintendo password - Email password - Date of Birth Notes: Email change or Google bind is required after purchase. Date of Birth must be saved for account recovery. For other Dual EX or Crown Legendary bundles, please contact admin. By Yanz Digital – Trusted Game Account Store 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 11.64 USD 立即购买 thumb_up 0.00% 已售出0 Yanzdigital 用户等级 60 4 聊天 military_tech 100% 完单率 store 加入时间, 2024年8月10日 thumb_up 100% 全部评价 Normal Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
